1000  14.9016  0
2000  15.1879  0.286279
3000  15.398  0.26727
4000  15.6934  0.350695
5000  15.6166  0.282302
6000  15.4905  0.26272
7000  15.5349  0.226438
8000  15.4405  0.217642
9000  15.373  0.203455
10000  15.331  0.186758
11000  15.3457  0.169567
12000  15.3525  0.154941
13000  15.3216  0.145847
14000  15.238  0.158796
15000  15.1749  0.160721
16000  15.1434  0.153602
17000  15.1561  0.144839
18000  15.1909  0.140905
19000  15.1455  0.140782
20000  15.1334  0.134102
21000  15.118  0.128487
22000  15.0637  0.134022
23000  15.066  0.128084
24000  15.0389  0.125592
25000  15.0629  0.122825
26000  15.0373  0.120758
27000  15.0473  0.116633
28000  15.0601  0.113121
29000  15.0167  0.117461
30000  15.0159  0.113481
31000  14.9964  0.111486
32000  14.993  0.107999
33000  14.9936  0.104676
34000  14.995  0.101562
35000  14.9847  0.0991616
36000  15.0002  0.0976071
37000  14.9903  0.0954401
38000  15.0085  0.0946561
39000  15.0081  0.0921979
40000  15.0088  0.0898662
41000  15.0195  0.0883015
42000  15.0291  0.0866972
43000  15.0176  0.0854301
44000  14.9892  0.0881486
45000  15.0223  0.0922978
46000  15.0161  0.0904797
47000  15.0165  0.0885344
48000  15.0083  0.0870624
49000  15.0006  0.0856107
50000  14.9842  0.0854777
51000  15.0065  0.0867105
52000  15.0086  0.0850536
53000  15.0305  0.08624
54000  15.0191  0.0853929
55000  15.0218  0.0838717
56000  15.0143  0.0826999
57000  14.9932  0.0839293
58000  15.0026  0.0830003
59000  15.0078  0.0817437
60000  15.0006  0.0806921
61000  15.0197  0.081636
62000  15.0398  0.0827816
63000  15.0403  0.0814589
64000  15.0312  0.0806906
65000  15.0158  0.0809252
66000  15.0234  0.0800494
67000  15.0326  0.0793804
68000  15.0406  0.078616
69000  15.0368  0.0775648
70000  15.0431  0.076715
71000  15.0365  0.0759192
72000  15.0187  0.0769478
73000  15.0163  0.0759238
74000  15.0024  0.0761709
75000  15.0112  0.0756669
76000  15.024  0.0757518
77000  15.0295  0.0749649
78000  15.0324  0.0740526
79000  15.0248  0.0734965
80000  15.0101  0.0740621
81000  15.0016  0.0736304
82000  14.9959  0.0729491
83000  15.0052  0.0726616
84000  15.0135  0.072267
85000  15.0279  0.0728619
86000  15.0232  0.0721665
87000  15.0235  0.0713328
88000  15.0159  0.0709206
89000  15.0179  0.0701478
90000  15.0193  0.0693769
91000  15.0121  0.0689837
92000  14.9997  0.0693456
93000  15.0133  0.0699247
94000  15.0135  0.0691771
95000  15.0099  0.0685382
96000  15.0101  0.0678208
97000  15.0218  0.0681359
98000  15.0214  0.0674384
99000  15.0327  0.067706
100000  15.0255  0.0674184
